gdp_per_cap_percentile,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions,new_tests,total_tests,new_tests_smoothed,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed
2.0,2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1284.0,174.0,0.14300000000000002,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,1716.0,184.0,0.19799999999999998,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,1960.0,187.0,0.20699999999999996,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,1920.0,197.0,0.265,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,2564.0,214.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,2816.0,217.0,0.27799999999999997,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,2650.0,218.0,0.31600000000000006,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,2745.0,224.0,0.254,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,3270.0,223.0,0.28600000000000003,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,3615.0,236.0,0.229,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,3505.0,236.0,0.11800000000000001,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-22,552.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,3809.0,235.0,0.084,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-23,647.0,95.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,292.0,4101.0,241.0,0.087,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-24,925.0,278.0,0.0,26.0,8.0,0.0,0.0,0.0,0.0,0.0,230.0,4331.0,245.0,0.094,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-25,1415.0,490.0,0.0,42.0,16.0,0.0,0.0,0.0,0.0,0.0,136.0,4467.0,250.0,0.1,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-26,2087.0,672.0,0.0,56.0,14.0,0.0,0.0,0.0,0.0,0.0,220.0,4687.0,261.0,0.105,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-27,2889.0,802.0,0.0,82.0,26.0,0.0,0.0,0.0,0.0,0.0,363.0,5446.0,262.0,0.16999999999999998,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-28,5527.0,2638.0,710.1429999999999,131.0,49.0,16.285999999999998,0.0,0.0,0.0,0.0,325.0,5356.0,266.0,0.121,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-29,6108.0,581.0,792.715,133.0,2.0,16.570999999999998,0.0,0.0,0.0,0.0,320.0,6091.0,269.0,0.199,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-30,8163.0,2055.0,1073.7150000000001,171.0,38.0,21.857,0.0,0.0,0.0,0.0,386.0,6477.0,281.0,0.18,0.0,0.0,0.0,0.0,0.0
2.0,2020-01-31,9831.0,1668.0,1272.0,213.0,42.0,26.714000000000002,0.0,0.0,0.0,0.0,296.0,6773.0,291.0,0.24,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-01,11920.0,2089.0,1500.428,259.0,46.0,31.0,0.0,0.0,0.0,0.0,330.0,7103.0,317.0,0.179,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-02,16659.0,4739.0,2081.428,361.0,102.0,43.571000000000005,0.0,0.0,0.0,0.0,256.0,6890.0,322.0,0.081,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-03,19745.0,3086.0,2407.7129999999997,425.0,64.0,49.0,0.0,0.0,0.0,0.0,276.0,7166.0,313.0,0.082,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-04,23744.0,3999.0,2602.142,491.0,66.0,51.428999999999995,0.0,0.0,0.0,0.0,493.0,7659.0,337.0,0.08,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-05,27479.0,3735.0,3053.0,563.0,72.0,61.428999999999995,0.0,0.0,0.0,0.0,622.0,8281.0,381.0,0.069,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-06,30626.0,3147.0,3208.999,633.0,70.0,66.0,0.0,0.0,0.0,0.0,437.0,8718.0,388.0,0.064,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-07,34149.0,3523.0,3473.999,718.0,85.0,72.143,0.0,0.0,0.0,0.0,328.0,9088.0,391.0,0.063,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-08,36864.0,2715.0,3563.429,805.0,87.0,78.0,0.0,0.0,0.0,0.0,172.0,9218.0,369.0,0.064,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-09,39879.0,3015.0,3317.143,905.0,100.0,77.714,0.0,0.0,0.0,0.0,196.0,9414.0,361.0,0.062,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-10,42406.0,2527.0,3237.286,1012.0,107.0,83.85700000000001,0.0,0.0,0.0,0.0,380.0,9794.0,376.0,0.05500000000000001,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-11,44439.0,2033.0,2956.429,1112.0,100.0,88.714,0.0,0.0,0.0,0.0,319.0,10643.0,350.0,0.063,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-12,44812.0,373.0,2476.143,1117.0,5.0,79.143,0.0,0.0,0.0,0.0,392.0,10974.0,318.0,0.072,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-13,59949.0,15137.0,4189.0,1369.0,252.0,105.14299999999999,0.0,0.0,0.0,0.0,266.0,10829.0,293.0,0.07,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-14,66412.0,6463.0,4609.0,1521.0,152.0,114.714,0.0,0.0,0.0,0.0,221.0,11703.0,281.0,0.074,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-15,68471.0,2059.0,4515.286,1663.0,142.0,122.571,0.0,0.0,0.0,0.0,167.0,11146.0,281.0,0.078,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-16,70571.0,2100.0,4384.572,1766.0,103.0,123.0,0.0,0.0,0.0,0.0,139.0,11941.0,272.0,0.074,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-17,72493.0,1922.0,4298.143,1864.0,98.0,121.714,0.0,0.0,0.0,0.0,477.0,12418.0,271.0,0.065,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-18,74270.0,1777.0,4261.571,2003.0,139.0,127.286,0.0,0.0,0.0,0.0,423.0,12841.0,281.0,0.07,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-19,74680.0,410.0,4266.571,2118.0,115.0,142.714,0.0,0.0,0.0,0.0,386.0,12525.0,280.0,0.066,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-20,75141.0,461.0,2169.572,2240.0,122.0,124.14299999999999,0.0,0.0,0.0,0.0,392.0,14275.0,299.0,0.076,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-21,75628.0,487.0,1313.858,2242.0,2.0,102.429,0.0,0.0,0.0,0.0,413.0,14102.0,357.0,0.074,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-22,77089.0,1461.0,1227.0,2448.0,206.0,111.429,0.0,0.0,0.0,0.0,240.0,13374.0,373.0,0.05499999999999999,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-23,77127.0,38.0,930.0,2453.0,5.0,97.0,0.0,0.0,0.0,0.0,369.0,14771.0,409.0,0.05399999999999999,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-24,77365.0,238.0,695.428,2607.0,154.0,106.143,0.0,0.0,0.0,0.0,602.0,15969.0,426.0,0.077,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-25,77916.0,551.0,520.0,2681.0,74.0,96.857,0.0,0.0,0.0,0.0,793.0,16646.0,480.0,0.069,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-26,78386.0,470.0,527.285,2736.0,55.0,88.28600000000002,0.0,0.0,0.0,0.0,955.0,17237.0,554.0,0.049,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-27,78931.0,545.0,538.7149999999999,2772.0,36.0,76.0,0.0,0.0,0.0,0.0,2074.0,19691.0,789.0,0.062,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-28,79410.0,479.0,536.857,2824.0,52.0,83.143,0.0,0.0,0.0,0.0,1414.0,21105.0,931.0,0.068,0.0,0.0,0.0,0.0,0.0
2.0,2020-02-29,80059.0,649.0,421.144,2880.0,56.0,61.715,0.0,0.0,0.0,0.0,934.0,19975.0,1020.0,0.045000000000000005,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-01,81052.0,993.0,557.428,2927.0,47.0,67.714,0.0,0.0,0.0,13.683000000000002,782.0,20757.0,1082.0,0.052000000000000005,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-02,81794.0,742.0,631.143,2981.0,54.0,53.428000000000004,0.0,0.0,0.0,0.0,1086.0,24258.0,1155.0,0.065,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-03,82773.0,979.0,692.144,3025.0,44.0,49.143,0.0,0.0,0.0,0.0,1058.0,29394.0,1202.0,0.096,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-04,83522.0,749.0,732.429,3078.0,53.0,48.858000000000004,0.0,2.0,0.0,0.0,925.0,72979.0,1215.0,0.10800000000000001,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-05,84303.0,781.0,765.5699999999999,3125.0,47.0,50.429,0.0,4.0,0.0,0.0,5909.0,76855.0,1070.0,0.10300000000000001,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-06,85788.0,1485.0,909.14,3172.0,47.0,49.715,0.0,4.0,0.0,0.0,5226.0,82348.0,1003.0,0.275,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-07,86983.0,1195.0,986.142,3222.0,50.0,48.855999999999995,0.0,5.0,0.0,0.0,5203.0,87551.0,1046.0,0.293,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-08,87886.0,903.0,971.1420000000003,3302.0,80.0,53.571,0.0,7.0,1.945,41.116,4014.0,91324.0,1063.0,0.297,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-09,88557.0,671.0,962.999,3368.0,66.0,55.286,0.0,9.0,0.0,0.0,1136.0,31930.0,1093.0,0.39,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-10,89577.0,1020.0,968.0020000000003,3440.0,72.0,59.286,0.0,12.0,0.0,0.0,1197.0,101174.0,1948.0,0.525,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-11,90721.0,1144.0,1025.0010000000002,3530.0,90.0,64.287,0.0,13.0,0.0,0.0,7929.0,112956.0,6453.0,0.6769999999999998,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-12,91896.0,1175.0,1080.8580000000002,3619.0,89.0,70.287,0.0,16.0,0.0,0.0,2322.0,53399.0,7146.0,0.9110000000000001,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-13,93737.0,1841.0,1129.7160000000001,3717.0,98.0,77.71600000000001,0.0,18.0,0.0,0.0,3693.0,137879.0,8317.0,0.9450000000000001,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-14,95498.0,1761.0,1207.711,3833.0,116.0,87.145,0.0,29.0,0.0,0.0,14077.0,156854.0,9602.0,0.9799999999999999,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-15,97256.0,1758.0,1332.7119999999998,3959.0,126.0,93.857,0.0,31.0,12.642000000000001,206.506,9844.0,161799.0,10494.0,1.0439999999999998,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-16,98936.0,1680.0,1473.4290000000003,4103.0,144.0,105.0,0.0,36.0,0.0,0.0,11933.0,189946.0,11626.0,1.0860000000000003,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-17,100888.0,1952.0,1597.2849999999999,4259.0,156.0,117.0,0.0,47.0,0.0,0.0,13976.0,190439.0,12860.0,1.083,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-18,102901.0,2013.0,1732.143,4423.0,164.0,127.572,0.0,55.0,0.0,0.0,16563.0,206241.0,14124.0,1.1500000000000001,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-19,105054.0,2153.0,1877.286,4597.0,174.0,139.71599999999998,6.0,70.0,0.0,0.0,19292.0,228318.0,15720.0,1.2899999999999998,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-20,107824.0,2770.0,2008.0,4768.0,171.0,150.14600000000002,11.0,74.0,0.0,0.0,24630.0,278141.0,17841.0,1.302,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-21,110655.0,2831.0,2160.4310000000005,4922.0,154.0,155.431,14.0,92.0,0.0,0.0,16185.0,265181.0,18104.0,1.426,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-22,114504.0,3849.0,2459.855,5127.0,205.0,166.57500000000002,14.0,113.0,40.842,553.359,12273.0,288727.0,18418.0,1.533,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-23,118184.0,3680.0,2749.573,5294.0,167.0,170.145,15.0,144.0,0.0,0.0,35843.0,324569.0,21792.0,1.5909999999999997,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-24,122443.0,4259.0,3079.0020000000004,5470.0,176.0,173.00300000000001,16.0,158.0,0.0,0.0,19942.0,346971.0,22522.0,1.736,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-25,127517.0,5074.0,3515.999,5684.0,214.0,180.147,18.0,195.0,0.0,0.0,19795.0,351984.0,23268.0,2.022,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-26,133868.0,6351.0,4114.856,5914.0,230.0,188.14600000000002,29.0,223.0,0.0,0.0,40868.0,402828.0,26725.0,1.92,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-27,141975.0,8107.0,4878.282999999999,6134.0,220.0,195.144,0.0,256.0,0.0,0.0,55772.0,512362.0,30206.0,1.8969999999999998,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-28,149960.0,7985.0,5614.287,6378.0,244.0,207.999,34.0,298.0,0.0,0.0,49429.0,564701.0,33726.0,1.982,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-29,157805.0,7845.0,6185.569,6622.0,244.0,213.573,38.0,361.0,56.449999999999996,1675.827,107437.0,642677.0,45860.0,1.9419999999999997,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-30,165505.0,7700.0,6759.713,6886.0,264.0,227.429,53.0,426.0,0.0,0.0,27234.0,389795.0,47522.0,1.8690000000000002,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-31,175698.0,10193.0,7607.2880000000005,7210.0,324.0,248.431,62.0,466.0,0.0,0.0,41225.0,838652.0,52546.0,1.9080000000000001,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-01,184868.0,9170.0,8192.429,7551.0,341.0,266.574,0.0,493.0,0.0,0.0,166840.0,1005478.0,70902.0,1.901,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-02,195177.0,10309.0,8757.859,7973.0,422.0,293.999,78.0,551.0,0.0,0.0,80522.0,1054000.0,73292.0,1.947,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-03,205690.0,10513.0,9101.571,8354.0,381.0,317.0,83.0,585.0,0.0,0.0,112113.0,1166099.0,93276.0,2.131,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-04,216273.0,10583.0,9473.286,8808.0,454.0,347.141,0.0,617.0,0.0,0.0,101730.0,1267799.0,101025.0,2.077,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-05,226540.0,10267.0,9819.284,9209.0,401.0,369.5719999999999,141.0,669.0,42.852,2290.222,108868.0,1566439.0,101123.0,2.0789999999999997,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-06,236772.0,10232.0,10181.0,9662.0,453.0,396.57200000000006,205.0,893.0,0.0,0.0,81836.0,1498472.0,104666.0,2.214,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-07,249068.0,12296.0,10481.433,10143.0,481.0,419.00200000000007,300.0,953.0,0.0,0.0,161416.0,1649286.0,118178.0,2.094,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-08,262236.0,13168.0,11052.573,10660.0,517.0,444.14199999999994,189.0,3440.0,0.0,0.0,153351.0,2070384.0,116819.0,1.9869999999999999,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-09,275234.0,12998.0,11436.717,11184.0,524.0,458.71599999999995,210.0,1089.0,0.0,0.0,166219.0,2307274.0,127098.0,2.1350000000000002,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-10,289574.0,14340.0,11983.432,11705.0,521.0,478.71400000000006,216.0,1267.0,0.0,0.0,173021.0,2428846.0,133824.0,2.126,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-11,303318.0,13744.0,12435.0,12190.0,485.0,483.142,243.0,1377.0,0.0,0.0,174021.0,2621353.0,142581.0,2.063,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-12,317116.0,13798.0,12939.427,12727.0,537.0,502.572,240.0,1466.0,20.438000000000002,1324.268,170748.0,2840220.0,159702.0,2.211,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-13,329991.0,12875.0,13317.001,13208.0,481.0,506.575,267.0,4013.0,0.0,0.0,143680.0,2720503.0,167799.0,2.205,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-14,343704.0,13713.0,13519.431,13861.0,653.0,531.1419999999999,270.0,1523.0,0.0,0.0,168623.0,3133038.0,175060.0,2.212,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-15,359844.0,16140.0,13944.0,14463.0,602.0,543.287,276.0,4357.0,0.0,0.0,184485.0,3364863.0,176863.0,2.329,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-16,376026.0,16182.0,14398.856,15089.0,626.0,557.86,280.0,3980.0,0.0,0.0,202531.0,3403949.0,186815.0,2.276,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-17,394284.0,18258.0,14958.573,17043.0,1954.0,762.5729999999996,302.0,4178.0,0.0,0.0,214019.0,3798234.0,193416.0,2.2100000000000004,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-18,411824.0,17540.0,15500.856,17714.0,671.0,789.143,292.0,1473.0,0.0,0.0,230124.0,4028350.0,201729.0,2.221,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-19,429418.0,17594.0,16043.141,18251.0,537.0,789.1439999999999,292.0,3900.0,19.497,1211.111,202416.0,4203868.0,205636.0,2.155,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-20,445457.0,16039.0,16495.145,18782.0,531.0,796.2870000000001,297.0,3959.0,0.0,0.0,197540.0,4548918.0,211649.0,2.143,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-21,463260.0,17803.0,17079.431,19479.0,697.0,802.573,279.0,4384.0,0.0,0.0,213270.0,4508208.0,211110.0,2.117,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-22,480110.0,16850.0,17180.857,20171.0,692.0,815.43,328.0,4967.0,0.0,0.0,250724.0,4561481.0,222375.0,2.0549999999999997,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-23,498747.0,18637.0,17531.572,21083.0,912.0,856.2890000000001,273.0,4580.0,0.0,0.0,271241.0,5199723.0,232709.0,2.056,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-24,518495.0,19748.0,17744.428,22034.0,951.0,713.0039999999999,282.0,4619.0,0.0,0.0,297590.0,5497231.0,243411.0,1.9999999999999998,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-25,539427.0,20932.0,18228.998,22853.0,819.0,734.144,276.0,4367.0,0.0,0.0,282949.0,5780138.0,251157.0,1.979,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-26,557848.0,18421.0,18347.144,23458.0,605.0,743.858,273.0,4321.0,13.679,1428.366,263717.0,6043693.0,260041.0,1.9460000000000004,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-27,576103.0,18255.0,18663.716,24219.0,761.0,776.7149999999999,268.0,4335.0,0.0,0.0,226204.0,6269815.0,264335.0,1.907,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-28,596934.0,20831.0,19096.282,25211.0,992.0,818.8589999999999,282.0,4543.0,0.0,0.0,277109.0,6396285.0,274762.0,1.853,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-29,618961.0,22027.0,19835.859,26235.0,1024.0,866.287,286.0,4554.0,0.0,0.0,360982.0,7249170.0,288383.0,1.8429999999999997,0.0,0.0,0.0,0.0,0.0
2.0,2020-04-30,643569.0,24608.0,20688.859,27263.0,1028.0,882.8570000000001,261.0,4630.0,0.0,0.0,387786.0,7444764.0,302330.0,1.8499999999999999,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-01,665857.0,22288.0,21051.716,28151.0,888.0,873.8590000000002,292.0,4368.0,0.0,0.0,382530.0,8005523.0,313037.0,1.8369999999999997,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-02,691084.0,25227.0,21665.287,28932.0,781.0,868.434,308.0,4251.0,0.0,0.0,314433.0,8357455.0,315694.0,1.8370000000000002,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-03,715365.0,24281.0,22502.429,29594.0,662.0,876.575,295.0,4351.0,5.867,1081.3970000000002,335171.0,8594326.0,324857.0,1.8079999999999998,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-04,741405.0,26040.0,23614.575,30391.0,797.0,881.717,283.0,4263.0,0.0,0.0,292594.0,8994370.0,333592.0,1.8,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-05,768162.0,26757.0,24461.144,31550.0,1159.0,905.5719999999998,281.0,4286.0,0.0,0.0,312054.0,9094887.0,347319.0,1.902,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-06,800264.0,32102.0,25900.432,32759.0,1209.0,932.002,283.0,4276.0,0.0,0.0,327141.0,9421774.0,341424.0,1.9030000000000002,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-07,831682.0,31418.0,26873.286,33957.0,1198.0,956.288,272.0,4256.0,0.0,0.0,346291.0,9997463.0,335174.0,1.847,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-08,864901.0,33219.0,28434.858,35343.0,1386.0,1027.4280000000003,275.0,4218.0,0.0,0.0,418633.0,10415952.0,339150.0,1.847,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-09,897760.0,32859.0,29525.142,36500.0,1157.0,1081.145,294.0,4231.0,0.0,0.0,382082.0,9999386.0,351996.0,1.8379999999999996,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-10,925900.0,28140.0,30076.427999999996,37382.0,882.0,1112.5729999999999,298.0,4058.0,3.89,721.25,336587.0,11179532.0,354752.0,1.883,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-11,954085.0,28185.0,30382.858,38331.0,949.0,1134.287,313.0,3955.0,0.0,0.0,312825.0,10905575.0,359031.0,1.922,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-12,985005.0,30920.0,30977.571,39819.0,1488.0,1181.2890000000002,288.0,3874.0,0.0,0.0,328158.0,11554365.0,364070.0,1.866,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-13,1019705.0,34700.0,31348.716,41253.0,1434.0,1213.43,51.0,3882.0,0.0,0.0,381678.0,11908461.0,372659.0,1.9,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-14,1055795.0,36090.0,32016.140999999996,42652.0,1399.0,1242.143,276.0,3734.0,0.0,0.0,411696.0,12675955.0,382742.0,1.892,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-15,1097031.0,41236.0,33161.43,44257.0,1605.0,1273.4319999999998,268.0,3684.0,0.0,0.0,556579.0,12924283.0,404467.0,1.895,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-16,1135345.0,38314.0,33940.71599999999,45566.0,1309.0,1295.1420000000003,251.0,3461.0,0.0,0.0,450008.0,13374235.0,412964.0,1.8989999999999998,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-17,1165192.0,29847.0,34184.572000000015,46455.0,889.0,1296.143,251.0,3498.0,5.851,406.859,404816.0,14129523.0,421503.0,1.862,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-18,1202086.0,36894.0,35428.71199999999,47685.0,1230.0,1336.2879999999998,236.0,3591.0,0.0,0.0,347657.0,13683224.0,427554.0,1.853,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-19,1242094.0,40008.0,36726.99700000001,49513.0,1828.0,1384.857,231.0,2936.0,0.0,0.0,376871.0,14522152.0,434035.0,1.93,0.0,0.0,0.0,0.0,0.0
2.0,2020-05-20,1285264.0,43170.0,37936.99800000001,51188.0,1675.0,1419.287,231.0,3382.0,0.0,0.0,437763.0,15347347.0,442160.0,1.9050000000000002,0.0,0.0,0.0,0.0,0.0
